"kommunenummer_2013";"kommunenavn_2013";"kommunenummer_2017";"kommunenavn_2017";"endringsmerknad_13_17";"kommunenummer_2018";"kommunenavn_2018";"endringsmerknad_17_18";"kommunenummer_2019";"kommunenavn_2019";"endringsmerknad_18_19";"kommunenummer_2020";"kommunenavn_2020";"endringsmerknad_19_20"
"1813";"Brønnøy";"1813";"Brønnøy";"uendret fra 2013 til 2017";"1813";"Brønnøy";"uendret fra 2017 til 2018";"1813";"Brønnøy";"uendret fra 2018 til 2019";"1813";"Brønnøy";"uendret fra 2019 til 2020"
"1815";"Vega";"1815";"Vega";"uendret fra 2013 til 2017";"1815";"Vega";"uendret fra 2017 til 2018";"1815";"Vega";"uendret fra 2018 til 2019";"1815";"Vega";"uendret fra 2019 til 2020"
"1816";"Vevelstad";"1816";"Vevelstad";"uendret fra 2013 til 2017";"1816";"Vevelstad";"uendret fra 2017 til 2018";"1816";"Vevelstad";"uendret fra 2018 til 2019";"1816";"Vevelstad";"uendret fra 2019 til 2020"
"1818";"Herøy";"1818";"Herøy";"uendret fra 2013 til 2017";"1818";"Herøy";"uendret fra 2017 til 2018";"1818";"Herøy";"uendret fra 2018 til 2019";"1818";"Herøy (Nordland)";"uendret fra 2019 til 2020"
"1820";"Alstahaug";"1820";"Alstahaug";"uendret fra 2013 til 2017";"1820";"Alstahaug";"uendret fra 2017 til 2018";"1820";"Alstahaug";"uendret fra 2018 til 2019";"1820";"Alstahaug";"uendret fra 2019 til 2020"
"1822";"Leirfjord";"1822";"Leirfjord";"uendret fra 2013 til 2017";"1822";"Leirfjord";"uendret fra 2017 til 2018";"1822";"Leirfjord";"uendret fra 2018 til 2019";"1822";"Leirfjord";"uendret fra 2019 til 2020"
"1824";"Vefsn";"1824";"Vefsn";"uendret fra 2013 til 2017";"1824";"Vefsn";"uendret fra 2017 til 2018";"1824";"Vefsn";"uendret fra 2018 til 2019";"1824";"Vefsn";"uendret fra 2019 til 2020"
"1825";"Grane";"1825";"Grane";"uendret fra 2013 til 2017";"1825";"Grane";"uendret fra 2017 til 2018";"1825";"Grane";"uendret fra 2018 til 2019";"1825";"Grane";"uendret fra 2019 til 2020"
"1826";"Hattfjelldal";"1826";"Hattfjelldal";"uendret fra 2013 til 2017";"1826";"Hattfjelldal";"uendret fra 2017 til 2018";"1826";"Hattfjelldal";"uendret fra 2018 til 2019";"1826";"Aarborte - Hattfjelldal";"uendret fra 2019 til 2020"
"1827";"Dønna";"1827";"Dønna";"uendret fra 2013 til 2017";"1827";"Dønna";"uendret fra 2017 til 2018";"1827";"Dønna";"uendret fra 2018 til 2019";"1827";"Dønna";"uendret fra 2019 til 2020"
"1828";"Nesna";"1828";"Nesna";"uendret fra 2013 til 2017";"1828";"Nesna";"uendret fra 2017 til 2018";"1828";"Nesna";"uendret fra 2018 til 2019";"1828";"Nesna";"uendret fra 2019 til 2020"
"1832";"Hemnes";"1832";"Hemnes";"uendret fra 2013 til 2017";"1832";"Hemnes";"uendret fra 2017 til 2018";"1832";"Hemnes";"uendret fra 2018 til 2019";"1832";"Hemnes";"uendret fra 2019 til 2020"
"1833";"Rana";"1833";"Rana";"uendret fra 2013 til 2017";"1833";"Rana";"uendret fra 2017 til 2018";"1833";"Rana";"uendret fra 2018 til 2019";"1833";"Rana";"uendret fra 2019 til 2020"
"1834";"Lurøy";"1834";"Lurøy";"uendret fra 2013 til 2017";"1834";"Lurøy";"uendret fra 2017 til 2018";"1834";"Lurøy";"uendret fra 2018 til 2019";"1834";"Lurøy";"uendret fra 2019 til 2020"
"1835";"Træna";"1835";"Træna";"uendret fra 2013 til 2017";"1835";"Træna";"uendret fra 2017 til 2018";"1835";"Træna";"uendret fra 2018 til 2019";"1835";"Træna";"uendret fra 2019 til 2020"
"1836";"Rødøy";"1836";"Rødøy";"uendret fra 2013 til 2017";"1836";"Rødøy";"uendret fra 2017 til 2018";"1836";"Rødøy";"uendret fra 2018 til 2019";"1836";"Rødøy";"uendret fra 2019 til 2020"
"1837";"Meløy";"1837";"Meløy";"uendret fra 2013 til 2017";"1837";"Meløy";"uendret fra 2017 til 2018";"1837";"Meløy";"uendret fra 2018 til 2019";"1837";"Meløy";"uendret fra 2019 til 2020"
"1838";"Gildeskål";"1838";"Gildeskål";"uendret fra 2013 til 2017";"1838";"Gildeskål";"uendret fra 2017 til 2018";"1838";"Gildeskål";"uendret fra 2018 til 2019";"1838";"Gildeskål";"uendret fra 2019 til 2020"
"1839";"Beiarn";"1839";"Beiarn";"uendret fra 2013 til 2017";"1839";"Beiarn";"uendret fra 2017 til 2018";"1839";"Beiarn";"uendret fra 2018 til 2019";"1839";"Beiarn";"uendret fra 2019 til 2020"
"1840";"Saltdal";"1840";"Saltdal";"uendret fra 2013 til 2017";"1840";"Saltdal";"uendret fra 2017 til 2018";"1840";"Saltdal";"uendret fra 2018 til 2019";"1840";"Saltdal";"uendret fra 2019 til 2020"
"1841";"Fauske";"1841";"Fauske - Fuossko";"uendret fra 2013 til 2017";"1841";"Fauske - Fuossko";"uendret fra 2017 til 2018";"1841";"Fauske - Fuossko";"uendret fra 2018 til 2019";"1841";"Fauske - Fuossko";"uendret fra 2019 til 2020"
"1845";"Sørfold";"1845";"Sørfold";"uendret fra 2013 til 2017";"1845";"Sørfold";"uendret fra 2017 til 2018";"1845";"Sørfold";"uendret fra 2018 til 2019";"1845";"Sørfold";"uendret fra 2019 til 2020"
"1848";"Steigen";"1848";"Steigen";"uendret fra 2013 til 2017";"1848";"Steigen";"uendret fra 2017 til 2018";"1848";"Steigen";"uendret fra 2018 til 2019";"1848";"Steigen";"uendret fra 2019 til 2020"
"1849";"Hábmer - Hamarøy";"1849";"Hábmer - Hamarøy";"uendret fra 2013 til 2017";"1849";"Hábmer - Hamarøy";"uendret fra 2017 til 2018";"1849";"Hábmer - Hamarøy";"uendret fra 2018 til 2019";"1875";"Hábmer - Hamarøy";"slått sammen fra 2019 til 2020"
"1850";"Tysfjord - Divtasvuodna";"1850";"Tysfjord - Divtasvuodna";"uendret fra 2013 til 2017";"1850";"Tysfjord - Divtasvuodna";"uendret fra 2017 til 2018";"1850";"Tysfjord - Divtasvuodna";"uendret fra 2018 til 2019";"1806";"Narvik";"slått sammen fra 2019 til 2020 - splittet fra 2019 til 2020"
"1850";"Tysfjord - Divtasvuodna";"1850";"Tysfjord - Divtasvuodna";"uendret fra 2013 til 2017";"1850";"Tysfjord - Divtasvuodna";"uendret fra 2017 til 2018";"1850";"Tysfjord - Divtasvuodna";"uendret fra 2018 til 2019";"1875";"Hábmer - Hamarøy";"slått sammen fra 2019 til 2020 - splittet fra 2019 til 2020"
"1851";"Lødingen";"1851";"Lødingen";"uendret fra 2013 til 2017";"1851";"Lødingen";"uendret fra 2017 til 2018";"1851";"Lødingen";"uendret fra 2018 til 2019";"1851";"Lødingen";"uendret fra 2019 til 2020"
"1852";"Tjeldsund";"1852";"Tjeldsund";"uendret fra 2013 til 2017";"1852";"Dielddanuorri - Tjeldsund";"uendret fra 2017 til 2018";"1852";"Dielddanuorri - Tjeldsund";"uendret fra 2018 til 2019";"5412";"Dielddanuorri - Tjeldsund";"slått sammen fra 2019 til 2020"
"1853";"Evenes";"1853";"Evenes";"uendret fra 2013 til 2017";"1853";"Evenes";"uendret fra 2017 til 2018";"1853";"Evenes";"uendret fra 2018 til 2019";"1853";"Evenes";"uendret fra 2019 til 2020"
"1854";"Ballangen";"1854";"Ballangen";"uendret fra 2013 til 2017";"1854";"Ballangen";"uendret fra 2017 til 2018";"1854";"Ballangen";"uendret fra 2018 til 2019";"1806";"Narvik";"slått sammen fra 2019 til 2020"
"1856";"Røst";"1856";"Røst";"uendret fra 2013 til 2017";"1856";"Røst";"uendret fra 2017 til 2018";"1856";"Røst";"uendret fra 2018 til 2019";"1856";"Røst";"uendret fra 2019 til 2020"
"1857";"Værøy";"1857";"Værøy";"uendret fra 2013 til 2017";"1857";"Værøy";"uendret fra 2017 til 2018";"1857";"Værøy";"uendret fra 2018 til 2019";"1857";"Værøy";"uendret fra 2019 til 2020"
"1859";"Flakstad";"1859";"Flakstad";"uendret fra 2013 til 2017";"1859";"Flakstad";"uendret fra 2017 til 2018";"1859";"Flakstad";"uendret fra 2018 til 2019";"1859";"Flakstad";"uendret fra 2019 til 2020"
"1860";"Vestvågøy";"1860";"Vestvågøy";"uendret fra 2013 til 2017";"1860";"Vestvågøy";"uendret fra 2017 til 2018";"1860";"Vestvågøy";"uendret fra 2018 til 2019";"1860";"Vestvågøy";"uendret fra 2019 til 2020"
"1865";"Vågan";"1865";"Vågan";"uendret fra 2013 til 2017";"1865";"Vågan";"uendret fra 2017 til 2018";"1865";"Vågan";"uendret fra 2018 til 2019";"1865";"Vågan";"uendret fra 2019 til 2020"
"1866";"Hadsel";"1866";"Hadsel";"uendret fra 2013 til 2017";"1866";"Hadsel";"uendret fra 2017 til 2018";"1866";"Hadsel";"uendret fra 2018 til 2019";"1866";"Hadsel";"uendret fra 2019 til 2020"
"1867";"Bø";"1867";"Bø";"uendret fra 2013 til 2017";"1867";"Bø";"uendret fra 2017 til 2018";"1867";"Bø";"uendret fra 2018 til 2019";"1867";"Bø";"uendret fra 2019 til 2020"
"1868";"Øksnes";"1868";"Øksnes";"uendret fra 2013 til 2017";"1868";"Øksnes";"uendret fra 2017 til 2018";"1868";"Øksnes";"uendret fra 2018 til 2019";"1868";"Øksnes";"uendret fra 2019 til 2020"
"1870";"Sortland";"1870";"Sortland";"uendret fra 2013 til 2017";"1870";"Sortland - Suortá";"uendret fra 2017 til 2018";"1870";"Sortland - Suortá";"uendret fra 2018 til 2019";"1870";"Sortland - Suortá";"uendret fra 2019 til 2020"
"1871";"Andøy";"1871";"Andøy";"uendret fra 2013 til 2017";"1871";"Andøy";"uendret fra 2017 til 2018";"1871";"Andøy";"uendret fra 2018 til 2019";"1871";"Andøy";"uendret fra 2019 til 2020"
"1874";"Moskenes";"1874";"Moskenes";"uendret fra 2013 til 2017";"1874";"Moskenes";"uendret fra 2017 til 2018";"1874";"Moskenes";"uendret fra 2018 til 2019";"1874";"Moskenes";"uendret fra 2019 til 2020"
"1902";"Tromsø";"1902";"Tromsø";"uendret fra 2013 til 2017";"1902";"Tromsø";"uendret fra 2017 til 2018";"1902";"Tromsø";"uendret fra 2018 til 2019";"5401";"Tromsø";"kun endret nummer fra 2019 til 2020"
"1903";"Harstad";"1903";"Harstad";"uendret fra 2013 til 2017";"1903";"Harstad - Hárstták";"uendret fra 2017 til 2018";"1903";"Harstad - Hárstták";"uendret fra 2018 til 2019";"5402";"Harstad - Hárstták";"kun endret nummer fra 2019 til 2020"
"1911";"Kvæfjord";"1911";"Kvæfjord";"uendret fra 2013 til 2017";"1911";"Kvæfjord";"uendret fra 2017 til 2018";"1911";"Kvæfjord";"uendret fra 2018 til 2019";"5411";"Kvæfjord";"kun endret nummer fra 2019 til 2020"
"1913";"Skånland";"1913";"Skånland";"uendret fra 2013 til 2017";"1913";"Skånland";"uendret fra 2017 til 2018";"1913";"Skånland";"uendret fra 2018 til 2019";"5412";"Dielddanuorri - Tjeldsund";"slått sammen fra 2019 til 2020"
"1917";"Ibestad";"1917";"Ibestad";"uendret fra 2013 til 2017";"1917";"Ibestad";"uendret fra 2017 til 2018";"1917";"Ibestad";"uendret fra 2018 til 2019";"5413";"Ibestad";"kun endret nummer fra 2019 til 2020"
"1919";"Gratangen";"1919";"Gratangen";"uendret fra 2013 til 2017";"1919";"Gratangen";"uendret fra 2017 til 2018";"1919";"Gratangen";"uendret fra 2018 til 2019";"5414";"Gratangen";"kun endret nummer fra 2019 til 2020"
"1920";"Loabák - Lavangen";"1920";"Loabák - Lavangen";"uendret fra 2013 til 2017";"1920";"Loabák - Lavangen";"uendret fra 2017 til 2018";"1920";"Loabák - Lavangen";"uendret fra 2018 til 2019";"5415";"Loabák - Lavangen";"kun endret nummer fra 2019 til 2020"
"1922";"Bardu";"1922";"Bardu";"uendret fra 2013 til 2017";"1922";"Bardu";"uendret fra 2017 til 2018";"1922";"Bardu";"uendret fra 2018 til 2019";"5416";"Bardu";"kun endret nummer fra 2019 til 2020"
"1923";"Salangen";"1923";"Salangen";"uendret fra 2013 til 2017";"1923";"Salangen";"uendret fra 2017 til 2018";"1923";"Salangen";"uendret fra 2018 til 2019";"5417";"Salangen";"kun endret nummer fra 2019 til 2020"
"1924";"Målselv";"1924";"Målselv";"uendret fra 2013 til 2017";"1924";"Målselv";"uendret fra 2017 til 2018";"1924";"Målselv";"uendret fra 2018 til 2019";"5418";"Målselv";"kun endret nummer fra 2019 til 2020"
"1925";"Sørreisa";"1925";"Sørreisa";"uendret fra 2013 til 2017";"1925";"Sørreisa";"uendret fra 2017 til 2018";"1925";"Sørreisa";"uendret fra 2018 til 2019";"5419";"Sørreisa";"kun endret nummer fra 2019 til 2020"
"1926";"Dyrøy";"1926";"Dyrøy";"uendret fra 2013 til 2017";"1926";"Dyrøy";"uendret fra 2017 til 2018";"1926";"Dyrøy";"uendret fra 2018 til 2019";"5420";"Dyrøy";"kun endret nummer fra 2019 til 2020"
"1927";"Tranøy";"1927";"Tranøy";"uendret fra 2013 til 2017";"1927";"Tranøy";"uendret fra 2017 til 2018";"1927";"Tranøy";"uendret fra 2018 til 2019";"5421";"Senja";"slått sammen fra 2019 til 2020"
"1928";"Torsken";"1928";"Torsken";"uendret fra 2013 til 2017";"1928";"Torsken";"uendret fra 2017 til 2018";"1928";"Torsken";"uendret fra 2018 til 2019";"5421";"Senja";"slått sammen fra 2019 til 2020"
"1929";"Berg";"1929";"Berg";"uendret fra 2013 til 2017";"1929";"Berg";"uendret fra 2017 til 2018";"1929";"Berg";"uendret fra 2018 til 2019";"5421";"Senja";"slått sammen fra 2019 til 2020"
"1931";"Lenvik";"1931";"Lenvik";"uendret fra 2013 til 2017";"1931";"Lenvik";"uendret fra 2017 til 2018";"1931";"Lenvik";"uendret fra 2018 til 2019";"5421";"Senja";"slått sammen fra 2019 til 2020"
"1933";"Balsfjord";"1933";"Balsfjord";"uendret fra 2013 til 2017";"1933";"Balsfjord";"uendret fra 2017 til 2018";"1933";"Balsfjord";"uendret fra 2018 til 2019";"5422";"Balsfjord";"kun endret nummer fra 2019 til 2020"
"1936";"Karlsøy";"1936";"Karlsøy";"uendret fra 2013 til 2017";"1936";"Karlsøy";"uendret fra 2017 til 2018";"1936";"Karlsøy";"uendret fra 2018 til 2019";"5423";"Karlsøy";"kun endret nummer fra 2019 til 2020"
"1938";"Lyngen";"1938";"Lyngen";"uendret fra 2013 til 2017";"1938";"Lyngen";"uendret fra 2017 til 2018";"1938";"Lyngen";"uendret fra 2018 til 2019";"5424";"Lyngen";"kun endret nummer fra 2019 til 2020"
"1939";"Storfjord - Omasvuotna - Omasvuono";"1939";"Storfjord - Omasvuotna - Omasvuono";"uendret fra 2013 til 2017";"1939";"Storfjord - Omasvuotna - Omasvuono";"uendret fra 2017 til 2018";"1939";"Storfjord - Omasvuotna - Omasvuono";"uendret fra 2018 til 2019";"5425";"Storfjord - Omasvuotna - Omasvuono";"kun endret nummer fra 2019 til 2020"
"1940";"Gáivuotna - Kåfjord";"1940";"Gáivuotna - Kåfjord - Kaivuono";"uendret fra 2013 til 2017";"1940";"Gáivuotna - Kåfjord - Kaivuono";"uendret fra 2017 til 2018";"1940";"Gáivuotna - Kåfjord - Kaivuono";"uendret fra 2018 til 2019";"5426";"Gáivuotna - Kåfjord - Kaivuono";"kun endret nummer fra 2019 til 2020"
"1941";"Skjervøy";"1941";"Skjervøy";"uendret fra 2013 til 2017";"1941";"Skjervøy";"uendret fra 2017 til 2018";"1941";"Skjervøy";"uendret fra 2018 til 2019";"5427";"Skjervøy";"kun endret nummer fra 2019 til 2020"
"1942";"Nordreisa";"1942";"Nordreisa";"uendret fra 2013 til 2017";"1942";"Nordreisa";"uendret fra 2017 til 2018";"1942";"Nordreisa - Ráisa - Raisi";"uendret fra 2018 til 2019";"5428";"Nordreisa - Ráisa - Raisi";"kun endret nummer fra 2019 til 2020"
"1943";"Kvænangen";"1943";"Kvænangen";"uendret fra 2013 til 2017";"1943";"Kvænangen";"uendret fra 2017 til 2018";"1943";"Kvænangen";"uendret fra 2018 til 2019";"5429";"Kvænangen";"kun endret nummer fra 2019 til 2020"
"2002";"Vardø";"2002";"Vardø";"uendret fra 2013 til 2017";"2002";"Vardø";"uendret fra 2017 til 2018";"2002";"Vardø";"uendret fra 2018 til 2019";"5404";"Vardø";"kun endret nummer fra 2019 til 2020"
"2003";"Vadsø";"2003";"Vadsø";"uendret fra 2013 til 2017";"2003";"Vadsø";"uendret fra 2017 til 2018";"2003";"Vadsø";"uendret fra 2018 til 2019";"5405";"Vadsø";"kun endret nummer fra 2019 til 2020"
"2004";"Hammerfest";"2004";"Hammerfest";"uendret fra 2013 til 2017";"2004";"Hammerfest";"uendret fra 2017 til 2018";"2004";"Hammerfest - Hámmerfeasta";"uendret fra 2018 til 2019";"5406";"Hammerfest - Hámmerfeasta";"slått sammen fra 2019 til 2020"
"2011";"Guovdageaidnu - Kautokeino";"2011";"Guovdageaidnu - Kautokeino";"uendret fra 2013 til 2017";"2011";"Guovdageaidnu - Kautokeino";"uendret fra 2017 til 2018";"2011";"Guovdageaidnu - Kautokeino";"uendret fra 2018 til 2019";"5430";"Guovdageaidnu - Kautokeino";"kun endret nummer fra 2019 til 2020"
"2012";"Alta";"2012";"Alta";"uendret fra 2013 til 2017";"2012";"Alta";"uendret fra 2017 til 2018";"2012";"Alta";"uendret fra 2018 til 2019";"5403";"Alta";"kun endret nummer fra 2019 til 2020"
"2014";"Loppa";"2014";"Loppa";"uendret fra 2013 til 2017";"2014";"Loppa";"uendret fra 2017 til 2018";"2014";"Loppa";"uendret fra 2018 til 2019";"5432";"Loppa";"kun endret nummer fra 2019 til 2020"
"2015";"Hasvik";"2015";"Hasvik";"uendret fra 2013 til 2017";"2015";"Hasvik";"uendret fra 2017 til 2018";"2015";"Hasvik";"uendret fra 2018 til 2019";"5433";"Hasvik";"kun endret nummer fra 2019 til 2020"
"2017";"Kvalsund";"2017";"Kvalsund";"uendret fra 2013 til 2017";"2017";"Kvalsund";"uendret fra 2017 til 2018";"2017";"Kvalsund";"uendret fra 2018 til 2019";"5406";"Hammerfest - Hámmerfeasta";"slått sammen fra 2019 til 2020"
"2018";"Måsøy";"2018";"Måsøy";"uendret fra 2013 til 2017";"2018";"Måsøy";"uendret fra 2017 til 2018";"2018";"Måsøy";"uendret fra 2018 til 2019";"5434";"Måsøy";"kun endret nummer fra 2019 til 2020"
"2019";"Nordkapp";"2019";"Nordkapp";"uendret fra 2013 til 2017";"2019";"Nordkapp";"uendret fra 2017 til 2018";"2019";"Nordkapp";"uendret fra 2018 til 2019";"5435";"Nordkapp";"kun endret nummer fra 2019 til 2020"
"2020";"Porsanger - Porsángu - Porsanki";"2020";"Porsanger - Porsángu - Porsanki";"uendret fra 2013 til 2017";"2020";"Porsanger - Porsángu - Porsanki";"uendret fra 2017 til 2018";"2020";"Porsanger - Porsángu - Porsanki";"uendret fra 2018 til 2019";"5436";"Porsanger - Porsá?gu - Porsanki";"kun endret nummer fra 2019 til 2020"
"2021";"Kárá?johka - Karasjok";"2021";"Kárá?johka - Karasjok";"uendret fra 2013 til 2017";"2021";"Kárá?johka - Karasjok";"uendret fra 2017 til 2018";"2021";"Kárá?johka - Karasjok";"uendret fra 2018 til 2019";"5437";"Kárá?johka - Karasjok";"kun endret nummer fra 2019 til 2020"
"2022";"Lebesby";"2022";"Lebesby";"uendret fra 2013 til 2017";"2022";"Lebesby";"uendret fra 2017 til 2018";"2022";"Lebesby";"uendret fra 2018 til 2019";"5438";"Lebesby";"kun endret nummer fra 2019 til 2020"
"2023";"Gamvik";"2023";"Gamvik";"uendret fra 2013 til 2017";"2023";"Gamvik";"uendret fra 2017 til 2018";"2023";"Gamvik";"uendret fra 2018 til 2019";"5439";"Gamvik";"kun endret nummer fra 2019 til 2020"
"2024";"Berlevåg";"2024";"Berlevåg";"uendret fra 2013 til 2017";"2024";"Berlevåg";"uendret fra 2017 til 2018";"2024";"Berlevåg";"uendret fra 2018 til 2019";"5440";"Berlevåg";"kun endret nummer fra 2019 til 2020"
"2025";"Deatnu - Tana";"2025";"Deatnu - Tana";"uendret fra 2013 til 2017";"2025";"Deatnu - Tana";"uendret fra 2017 til 2018";"2025";"Deatnu - Tana";"uendret fra 2018 til 2019";"5441";"Deatnu - Tana";"kun endret nummer fra 2019 til 2020"
"2027";"Unjárga - Nesseby";"2027";"Unjárga - Nesseby";"uendret fra 2013 til 2017";"2027";"Unjárga - Nesseby";"uendret fra 2017 til 2018";"2027";"Unjárga - Nesseby";"uendret fra 2018 til 2019";"5442";"Unjárga - Nesseby";"kun endret nummer fra 2019 til 2020"
"2028";"Båtsfjord";"2028";"Båtsfjord";"uendret fra 2013 til 2017";"2028";"Båtsfjord";"uendret fra 2017 til 2018";"2028";"Båtsfjord";"uendret fra 2018 til 2019";"5443";"Båtsfjord";"kun endret nummer fra 2019 til 2020"
"2030";"Sør-Varanger";"2030";"Sør-Varanger";"uendret fra 2013 til 2017";"2030";"Sør-Varanger";"uendret fra 2017 til 2018";"2030";"Sør-Varanger";"uendret fra 2018 til 2019";"5444";"Sør-Varanger";"kun endret nummer fra 2019 til 2020"
"9999";"Uoppgitt";"9999";"Uoppgitt";"uendret fra 2013 til 2017";"9999";"Uoppgitt";"uendret fra 2017 til 2018";"9999";"Uoppgitt";"uendret fra 2018 til 2019";"9999";"Uoppgitt";"uendret fra 2019 til 2020"
